,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
1235,2036,Multifamily Housing,<20k buildings,F,,20000,0
1236,2036,Non-Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
1237,2036,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.46,220000,90000
1238,2036,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.46,90000,50000
1239,2036,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.46,50000,30000
1240,2036,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.46,50000,20000
1241,2036,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1242,2036,Office,>220K Buildings,A,0.26,1000000,220000
1243,2036,Office,>90-220K Buildings,B,0.44,220000,90000
1244,2036,Office,>50-90K Buildings,C,0.44,90000,50000
1245,2036,Office,>30-50K Buildings,D,0.44,50000,30000
1246,2036,Office,>20-30K Buildings,E,0.44,50000,20000
1247,2036,Office,<20k buildings,F,,20000,0
1248,2036,Other,>220K Buildings,A,0.88,1000000,220000
1249,2036,Other,>90-220K Buildings,B,1.51,220000,90000
1250,2036,Other,>50-90K Buildings,C,1.51,90000,50000
1251,2036,Other,>30-50K Buildings,D,1.51,50000,30000
1252,2036,Other,>20-30K Buildings,E,1.51,50000,20000
1253,2036,Other,<20k buildings,F,,20000,0
1254,2036,Recreation,>220K Buildings,A,1.34,1000000,220000
1255,2036,Recreation,>90-220K Buildings,B,1.34,220000,90000
1256,2036,Recreation,>50-90K Buildings,C,2.29,90000,50000
1257,2036,Recreation,>30-50K Buildings,D,2.29,50000,30000
1258,2036,Recreation,>20-30K Buildings,E,2.29,50000,20000
1259,2036,Recreation,<20k buildings,F,,20000,0
1260,2036,Refrigerated Warehouse,>220K Buildings,A,0.16,1000000,220000
1261,2036,Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1262,2036,Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1263,2036,Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1264,2036,Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1265,2036,Refrigerated Warehouse,<20k buildings,F,,20000,0
1266,2036,Residence Hall/Dormitory,>220K Buildings,A,0.49,1000000,220000
1267,2036,Residence Hall/Dormitory,>90-220K Buildings,B,0.84,220000,90000
1268,2036,Residence Hall/Dormitory,>50-90K Buildings,C,0.84,90000,50000
1269,2036,Residence Hall/Dormitory,>30-50K Buildings,D,0.84,50000,30000
1270,2036,Residence Hall/Dormitory,>20-30K Buildings,E,0.84,50000,20000
1271,2036,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1272,2036,Restaurant,>220K Buildings,A,2.41,1000000,220000
1273,2036,Restaurant,>90-220K Buildings,B,4.13,220000,90000
1274,2036,Restaurant,>50-90K Buildings,C,4.13,90000,50000
1275,2036,Restaurant,>30-50K Buildings,D,4.13,50000,30000
1276,2036,Restaurant,>20-30K Buildings,E,4.13,50000,20000
1277,2036,Restaurant,<20k buildings,F,,20000,0
1278,2036,Retail Store,>220K Buildings,A,0.38,1000000,220000
1279,2036,Retail Store,>90-220K Buildings,B,0.64,220000,90000
1280,2036,Retail Store,>50-90K Buildings,C,0.64,90000,50000
1281,2036,Retail Store,>30-50K Buildings,D,0.64,50000,30000
1282,2036,Retail Store,>20-30K Buildings,E,0.64,50000,20000
1283,2036,Retail Store,<20k buildings,F,,20000,0
1284,2036,Self-Storage Facility,>220K Buildings,A,0.1,1000000,220000
1285,2036,Self-Storage Facility,>90-220K Buildings,B,0.17,220000,90000
1286,2036,Self-Storage Facility,>50-90K Buildings,C,0.17,90000,50000
1287,2036,Self-Storage Facility,>30-50K Buildings,D,0.17,50000,30000
1288,2036,Self-Storage Facility,>20-30K Buildings,E,0.17,50000,20000
1289,2036,Self-Storage Facility,<20k buildings,F,,20000,0
1290,2036,Senior Living Community,>220K Buildings,A,0.87,1000000,220000
1291,2036,Senior Living Community,>90-220K Buildings,B,1.5,220000,90000
1292,2036,Senior Living Community,>50-90K Buildings,C,1.5,90000,50000
1293,2036,Senior Living Community,>30-50K Buildings,D,1.5,50000,30000
1294,2036,Senior Living Community,>20-30K Buildings,E,1.5,50000,20000
1295,2036,Senior Living Community,<20k buildings,F,,20000,0
1296,2036,Services,>220K Buildings,A,0.6,1000000,220000
1297,2036,Services,>90-220K Buildings,B,1.03,220000,90000
1298,2036,Services,>50-90K Buildings,C,1.03,90000,50000
1299,2036,Services,>30-50K Buildings,D,1.03,50000,30000
1300,2036,Services,>20-30K Buildings,E,1.03,50000,20000
1301,2036,Services,<20k buildings,F,,20000,0
1302,2036,Supermarket/Grocery Store,>220K Buildings,A,1.46,1000000,220000
1303,2036,Supermarket/Grocery Store,>90-220K Buildings,B,2.5,220000,90000
1304,2036,Supermarket/Grocery Store,>50-90K Buildings,C,2.5,90000,50000
1305,2036,Supermarket/Grocery Store,>30-50K Buildings,D,2.5,50000,30000
1306,2036,Supermarket/Grocery Store,>20-30K Buildings,E,2.5,50000,20000
1307,2036,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1308,2036,Worship Facility,>220K Buildings,A,0.49,1000000,220000
1309,2036,Worship Facility,>90-220K Buildings,B,0.84,220000,90000
1310,2036,Worship Facility,>50-90K Buildings,C,0.84,90000,50000
1311,2036,Worship Facility,>30-50K Buildings,D,0.84,50000,30000
1312,2036,Worship Facility,>20-30K Buildings,E,0.84,50000,20000
1313,2036,Worship Facility,<20k buildings,F,,20000,0
1314,2036,nan,>220K Buildings,A,,1000000,220000
1315,2036,nan,>90-220K Buildings,B,,220000,90000
1316,2036,nan,>50-90K Buildings,C,,90000,50000
1317,2036,nan,>30-50K Buildings,D,,50000,30000
1318,2036,nan,>20-30K Buildings,E,,50000,20000
1319,2036,nan,<20k buildings,F,,20000,0
1320,2037,College/University,>220K Buildings,A,1.17,1000000,220000
1321,2037,College/University,>90-220K Buildings,B,1.17,220000,90000
1322,2037,College/University,>50-90K Buildings,C,2.0,90000,50000
1323,2037,College/University,>30-50K Buildings,D,2.0,50000,30000
1324,2037,College/University,>20-30K Buildings,E,2.0,50000,20000
1325,2037,College/University,<20k buildings,F,,20000,0
1326,2037,Entertainment/Public Assembly,>220K Buildings,A,0.52,1000000,220000
1327,2037,Entertainment/Public Assembly,>90-220K Buildings,B,0.52,220000,90000
1328,2037,Entertainment/Public Assembly,>50-90K Buildings,C,0.89,90000,50000
1329,2037,Entertainment/Public Assembly,>30-50K Buildings,D,0.89,50000,30000
1330,2037,Entertainment/Public Assembly,>20-30K Buildings,E,0.89,50000,20000
1331,2037,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1332,2037,Fire/Police Station,>220K Buildings,A,1.0,1000000,220000
1333,2037,Fire/Police Station,>90-220K Buildings,B,1.0,220000,90000
1334,2037,Fire/Police Station,>50-90K Buildings,C,1.72,90000,50000
1335,2037,Fire/Police Station,>30-50K Buildings,D,1.72,50000,30000
1336,2037,Fire/Police Station,>20-30K Buildings,E,1.72,50000,20000
1337,2037,Fire/Police Station,<20k buildings,F,,20000,0
1338,2037,Hospital,>220K Buildings,A,2.11,1000000,220000
1339,2037,Hospital,>90-220K Buildings,B,2.11,220000,90000
1340,2037,Hospital,>50-90K Buildings,C,3.62,90000,50000
1341,2037,Hospital,>30-50K Buildings,D,3.62,50000,30000
1342,2037,Hospital,>20-30K Buildings,E,3.62,50000,20000
1343,2037,Hospital,<20k buildings,F,,20000,0
1344,2037,Hotel,>220K Buildings,A,0.91,1000000,220000
1345,2037,Hotel,>90-220K Buildings,B,0.91,220000,90000
1346,2037,Hotel,>50-90K Buildings,C,1.57,90000,50000
1347,2037,Hotel,>30-50K Buildings,D,1.57,50000,30000
1348,2037,Hotel,>20-30K Buildings,E,1.57,50000,20000
1349,2037,Hotel,<20k buildings,F,,20000,0
1350,2037,K-12 School,>220K Buildings,A,0.4,1000000,220000
1351,2037,K-12 School,>90-220K Buildings,B,0.4,220000,90000
1352,2037,K-12 School,>50-90K Buildings,C,0.69,90000,50000
1353,2037,K-12 School,>30-50K Buildings,D,0.69,50000,30000
1354,2037,K-12 School,>20-30K Buildings,E,0.69,50000,20000
1355,2037,K-12 School,<20k buildings,F,,20000,0
1356,2037,Laboratory,>220K Buildings,A,2.79,1000000,220000
1357,2037,Laboratory,>90-220K Buildings,B,2.79,220000,90000
1358,2037,Laboratory,>50-90K Buildings,C,4.79,90000,50000
1359,2037,Laboratory,>30-50K Buildings,D,4.79,50000,30000
1360,2037,Laboratory,>20-30K Buildings,E,4.79,50000,20000
1361,2037,Laboratory,<20k buildings,F,,20000,0
1362,2037,Multifamily Housing,>220K Buildings,A,0.46,1000000,220000
1363,2037,Multifamily Housing,>90-220K Buildings,B,0.46,220000,90000
1364,2037,Multifamily Housing,>50-90K Buildings,C,0.65,90000,50000
1365,2037,Multifamily Housing,>30-50K Buildings,D,0.65,50000,30000
1366,2037,Multifamily Housing,>20-30K Buildings,E,0.65,50000,20000
1367,2037,Multifamily Housing,<20k buildings,F,,20000,0
1368,2037,Non-Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
1369,2037,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1370,2037,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.46,90000,50000
1371,2037,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.46,50000,30000
1372,2037,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.46,50000,20000
1373,2037,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1374,2037,Office,>220K Buildings,A,0.26,1000000,220000
1375,2037,Office,>90-220K Buildings,B,0.26,220000,90000
1376,2037,Office,>50-90K Buildings,C,0.44,90000,50000
1377,2037,Office,>30-50K Buildings,D,0.44,50000,30000
1378,2037,Office,>20-30K Buildings,E,0.44,50000,20000
1379,2037,Office,<20k buildings,F,,20000,0
1380,2037,Other,>220K Buildings,A,0.88,1000000,220000
1381,2037,Other,>90-220K Buildings,B,0.88,220000,90000
1382,2037,Other,>50-90K Buildings,C,1.51,90000,50000
1383,2037,Other,>30-50K Buildings,D,1.51,50000,30000
1384,2037,Other,>20-30K Buildings,E,1.51,50000,20000
1385,2037,Other,<20k buildings,F,,20000,0
1386,2037,Recreation,>220K Buildings,A,1.34,1000000,220000
1387,2037,Recreation,>90-220K Buildings,B,1.34,220000,90000
1388,2037,Recreation,>50-90K Buildings,C,2.29,90000,50000
1389,2037,Recreation,>30-50K Buildings,D,2.29,50000,30000
1390,2037,Recreation,>20-30K Buildings,E,2.29,50000,20000
1391,2037,Recreation,<20k buildings,F,,20000,0
1392,2037,Refrigerated Warehouse,>220K Buildings,A,0.16,1000000,220000
1393,2037,Refrigerated Warehouse,>90-220K Buildings,B,0.16,220000,90000
1394,2037,Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1395,2037,Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1396,2037,Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1397,2037,Refrigerated Warehouse,<20k buildings,F,,20000,0
1398,2037,Residence Hall/Dormitory,>220K Buildings,A,0.49,1000000,220000
1399,2037,Residence Hall/Dormitory,>90-220K Buildings,B,0.49,220000,90000
1400,2037,Residence Hall/Dormitory,>50-90K Buildings,C,0.84,90000,50000
1401,2037,Residence Hall/Dormitory,>30-50K Buildings,D,0.84,50000,30000
1402,2037,Residence Hall/Dormitory,>20-30K Buildings,E,0.84,50000,20000
1403,2037,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1404,2037,Restaurant,>220K Buildings,A,2.41,1000000,220000
1405,2037,Restaurant,>90-220K Buildings,B,2.41,220000,90000
1406,2037,Restaurant,>50-90K Buildings,C,4.13,90000,50000
1407,2037,Restaurant,>30-50K Buildings,D,4.13,50000,30000
1408,2037,Restaurant,>20-30K Buildings,E,4.13,50000,20000
1409,2037,Restaurant,<20k buildings,F,,20000,0
1410,2037,Retail Store,>220K Buildings,A,0.38,1000000,220000
1411,2037,Retail Store,>90-220K Buildings,B,0.38,220000,90000
1412,2037,Retail Store,>50-90K Buildings,C,0.64,90000,50000
1413,2037,Retail Store,>30-50K Buildings,D,0.64,50000,30000
1414,2037,Retail Store,>20-30K Buildings,E,0.64,50000,20000
1415,2037,Retail Store,<20k buildings,F,,20000,0
1416,2037,Self-Storage Facility,>220K Buildings,A,0.1,1000000,220000
1417,2037,Self-Storage Facility,>90-220K Buildings,B,0.1,220000,90000
1418,2037,Self-Storage Facility,>50-90K Buildings,C,0.17,90000,50000
1419,2037,Self-Storage Facility,>30-50K Buildings,D,0.17,50000,30000
1420,2037,Self-Storage Facility,>20-30K Buildings,E,0.17,50000,20000
1421,2037,Self-Storage Facility,<20k buildings,F,,20000,0
1422,2037,Senior Living Community,>220K Buildings,A,0.87,1000000,220000
1423,2037,Senior Living Community,>90-220K Buildings,B,0.87,220000,90000
1424,2037,Senior Living Community,>50-90K Buildings,C,1.5,90000,50000
1425,2037,Senior Living Community,>30-50K Buildings,D,1.5,50000,30000
1426,2037,Senior Living Community,>20-30K Buildings,E,1.5,50000,20000
1427,2037,Senior Living Community,<20k buildings,F,,20000,0
1428,2037,Services,>220K Buildings,A,0.6,1000000,220000
1429,2037,Services,>90-220K Buildings,B,0.6,220000,90000
1430,2037,Services,>50-90K Buildings,C,1.03,90000,50000
1431,2037,Services,>30-50K Buildings,D,1.03,50000,30000
1432,2037,Services,>20-30K Buildings,E,1.03,50000,20000
1433,2037,Services,<20k buildings,F,,20000,0
1434,2037,Supermarket/Grocery Store,>220K Buildings,A,1.46,1000000,220000
1435,2037,Supermarket/Grocery Store,>90-220K Buildings,B,1.46,220000,90000
1436,2037,Supermarket/Grocery Store,>50-90K Buildings,C,2.5,90000,50000
1437,2037,Supermarket/Grocery Store,>30-50K Buildings,D,2.5,50000,30000
1438,2037,Supermarket/Grocery Store,>20-30K Buildings,E,2.5,50000,20000
1439,2037,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1440,2037,Worship Facility,>220K Buildings,A,0.49,1000000,220000
1441,2037,Worship Facility,>90-220K Buildings,B,0.49,220000,90000
1442,2037,Worship Facility,>50-90K Buildings,C,0.84,90000,50000
1443,2037,Worship Facility,>30-50K Buildings,D,0.84,50000,30000
1444,2037,Worship Facility,>20-30K Buildings,E,0.84,50000,20000
1445,2037,Worship Facility,<20k buildings,F,,20000,0
1446,2037,nan,>220K Buildings,A,,1000000,220000
1447,2037,nan,>90-220K Buildings,B,,220000,90000
1448,2037,nan,>50-90K Buildings,C,,90000,50000
1449,2037,nan,>30-50K Buildings,D,,50000,30000
1450,2037,nan,>20-30K Buildings,E,,50000,20000
1451,2037,nan,<20k buildings,F,,20000,0
1452,2038,College/University,>220K Buildings,A,1.17,1000000,220000
1453,2038,College/University,>90-220K Buildings,B,1.17,220000,90000
1454,2038,College/University,>50-90K Buildings,C,1.17,90000,50000
1455,2038,College/University,>30-50K Buildings,D,2.0,50000,30000
1456,2038,College/University,>20-30K Buildings,E,2.0,50000,20000
1457,2038,College/University,<20k buildings,F,,20000,0
1458,2038,Entertainment/Public Assembly,>220K Buildings,A,0.52,1000000,220000
1459,2038,Entertainment/Public Assembly,>90-220K Buildings,B,0.52,220000,90000
1460,2038,Entertainment/Public Assembly,>50-90K Buildings,C,0.52,90000,50000
1461,2038,Entertainment/Public Assembly,>30-50K Buildings,D,0.89,50000,30000
1462,2038,Entertainment/Public Assembly,>20-30K Buildings,E,0.89,50000,20000
1463,2038,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1464,2038,Fire/Police Station,>220K Buildings,A,1.0,1000000,220000
1465,2038,Fire/Police Station,>90-220K Buildings,B,1.0,220000,90000
1466,2038,Fire/Police Station,>50-90K Buildings,C,1.0,90000,50000
1467,2038,Fire/Police Station,>30-50K Buildings,D,1.72,50000,30000
1468,2038,Fire/Police Station,>20-30K Buildings,E,1.72,50000,20000
1469,2038,Fire/Police Station,<20k buildings,F,,20000,0
1470,2038,Hospital,>220K Buildings,A,2.11,1000000,220000
1471,2038,Hospital,>90-220K Buildings,B,2.11,220000,90000
1472,2038,Hospital,>50-90K Buildings,C,2.11,90000,50000
1473,2038,Hospital,>30-50K Buildings,D,3.62,50000,30000
1474,2038,Hospital,>20-30K Buildings,E,3.62,50000,20000
1475,2038,Hospital,<20k buildings,F,,20000,0
1476,2038,Hotel,>220K Buildings,A,0.91,1000000,220000
1477,2038,Hotel,>90-220K Buildings,B,0.91,220000,90000
1478,2038,Hotel,>50-90K Buildings,C,0.91,90000,50000
1479,2038,Hotel,>30-50K Buildings,D,1.57,50000,30000
1480,2038,Hotel,>20-30K Buildings,E,1.57,50000,20000
1481,2038,Hotel,<20k buildings,F,,20000,0
1482,2038,K-12 School,>220K Buildings,A,0.4,1000000,220000
1483,2038,K-12 School,>90-220K Buildings,B,0.4,220000,90000
1484,2038,K-12 School,>50-90K Buildings,C,0.4,90000,50000
1485,2038,K-12 School,>30-50K Buildings,D,0.69,50000,30000
1486,2038,K-12 School,>20-30K Buildings,E,0.69,50000,20000
1487,2038,K-12 School,<20k buildings,F,,20000,0
1488,2038,Laboratory,>220K Buildings,A,2.79,1000000,220000
1489,2038,Laboratory,>90-220K Buildings,B,2.79,220000,90000
1490,2038,Laboratory,>50-90K Buildings,C,2.79,90000,50000
1491,2038,Laboratory,>30-50K Buildings,D,4.79,50000,30000
1492,2038,Laboratory,>20-30K Buildings,E,4.79,50000,20000
1493,2038,Laboratory,<20k buildings,F,,20000,0
1494,2038,Multifamily Housing,>220K Buildings,A,0.46,1000000,220000
1495,2038,Multifamily Housing,>90-220K Buildings,B,0.46,220000,90000
1496,2038,Multifamily Housing,>50-90K Buildings,C,0.46,90000,50000
1497,2038,Multifamily Housing,>30-50K Buildings,D,0.65,50000,30000
1498,2038,Multifamily Housing,>20-30K Buildings,E,0.65,50000,20000
1499,2038,Multifamily Housing,<20k buildings,F,,20000,0
1500,2038,Non-Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
1501,2038,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1502,2038,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1503,2038,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.46,50000,30000
1504,2038,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.46,50000,20000
1505,2038,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1506,2038,Office,>220K Buildings,A,0.26,1000000,220000
1507,2038,Office,>90-220K Buildings,B,0.26,220000,90000
1508,2038,Office,>50-90K Buildings,C,0.26,90000,50000
1509,2038,Office,>30-50K Buildings,D,0.44,50000,30000
1510,2038,Office,>20-30K Buildings,E,0.44,50000,20000
1511,2038,Office,<20k buildings,F,,20000,0
1512,2038,Other,>220K Buildings,A,0.88,1000000,220000
1513,2038,Other,>90-220K Buildings,B,0.88,220000,90000
1514,2038,Other,>50-90K Buildings,C,0.88,90000,50000
1515,2038,Other,>30-50K Buildings,D,1.51,50000,30000
1516,2038,Other,>20-30K Buildings,E,1.51,50000,20000
1517,2038,Other,<20k buildings,F,,20000,0
1518,2038,Recreation,>220K Buildings,A,1.34,1000000,220000
1519,2038,Recreation,>90-220K Buildings,B,1.34,220000,90000
1520,2038,Recreation,>50-90K Buildings,C,1.34,90000,50000
1521,2038,Recreation,>30-50K Buildings,D,2.29,50000,30000
1522,2038,Recreation,>20-30K Buildings,E,2.29,50000,20000
1523,2038,Recreation,<20k buildings,F,,20000,0
1524,2038,Refrigerated Warehouse,>220K Buildings,A,0.16,1000000,220000
1525,2038,Refrigerated Warehouse,>90-220K Buildings,B,0.16,220000,90000
1526,2038,Refrigerated Warehouse,>50-90K Buildings,C,0.16,90000,50000
1527,2038,Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1528,2038,Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1529,2038,Refrigerated Warehouse,<20k buildings,F,,20000,0
1530,2038,Residence Hall/Dormitory,>220K Buildings,A,0.49,1000000,220000
1531,2038,Residence Hall/Dormitory,>90-220K Buildings,B,0.49,220000,90000
1532,2038,Residence Hall/Dormitory,>50-90K Buildings,C,0.49,90000,50000
1533,2038,Residence Hall/Dormitory,>30-50K Buildings,D,0.84,50000,30000
1534,2038,Residence Hall/Dormitory,>20-30K Buildings,E,0.84,50000,20000
1535,2038,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1536,2038,Restaurant,>220K Buildings,A,2.41,1000000,220000
1537,2038,Restaurant,>90-220K Buildings,B,2.41,220000,90000
1538,2038,Restaurant,>50-90K Buildings,C,2.41,90000,50000
1539,2038,Restaurant,>30-50K Buildings,D,4.13,50000,30000
1540,2038,Restaurant,>20-30K Buildings,E,4.13,50000,20000
1541,2038,Restaurant,<20k buildings,F,,20000,0
1542,2038,Retail Store,>220K Buildings,A,0.38,1000000,220000
1543,2038,Retail Store,>90-220K Buildings,B,0.38,220000,90000
1544,2038,Retail Store,>50-90K Buildings,C,0.38,90000,50000
1545,2038,Retail Store,>30-50K Buildings,D,0.64,50000,30000
1546,2038,Retail Store,>20-30K Buildings,E,0.64,50000,20000
1547,2038,Retail Store,<20k buildings,F,,20000,0
1548,2038,Self-Storage Facility,>220K Buildings,A,0.1,1000000,220000
1549,2038,Self-Storage Facility,>90-220K Buildings,B,0.1,220000,90000
1550,2038,Self-Storage Facility,>50-90K Buildings,C,0.1,90000,50000
1551,2038,Self-Storage Facility,>30-50K Buildings,D,0.17,50000,30000
1552,2038,Self-Storage Facility,>20-30K Buildings,E,0.17,50000,20000
1553,2038,Self-Storage Facility,<20k buildings,F,,20000,0
1554,2038,Senior Living Community,>220K Buildings,A,0.87,1000000,220000
1555,2038,Senior Living Community,>90-220K Buildings,B,0.87,220000,90000
