Owner,PropertyGFABuilding_s_,TotalGHGEmissions__metric_tons_,Electricity_kBtu_,NaturalGas_kBtu_,SteamUse_kBtu_
HUDSON 1000 OLIVE WAY LLC,45320.0,102.6,1268081.0,1804429.0,0.0
HUDSON 1099 STEWART STREET LLC,300115.0,56.9,10642601.0,6727.0,0.0
HUDSON FIRST & KING LLC,490418.0,139.8,25505894.0,78964.0,0.0
HUDSON MERRILL PLACE L L C,410086.0,102.3,10710435.0,854123.0,0.0
HUDSON SQUARE APARTMENTS LLC,22606.0,3.1,589644.0,0.0,0.0
HUDSON STREET LTD PARTNERSHIP,42355.0,13.6,2559878.0,0.0,0.0
HUDSON STREET SPE LLC,93610.0,145.8,2530733.0,2491848.0,0.0
HULING BROS PROP LLC,25762.0,10.0,1884564.0,0.0,0.0
HULLIN HELEN V -TESTAMENTARY TRUST FOR JUDITH SIMPSON,28368.0,25.0,1430167.0,327700.0,0.0
HUNT JULIA ROSE,33430.0,0.0,0.0,0.0,0.0
HUNTINGTON RETIREMENT HOMES,89549.0,51.2,2457992.0,717523.0,0.0
HUP LINK-14 LLC,20132.0,2.9,539345.0,0.0,0.0
HUP MORNINGSIDE LLC,34916.0,4.6,873883.0,0.0,0.0
HUTCHINSON CAROL S,71283.0,25.4,881797.0,390054.0,0.0
HYCROFT INTERNATIONAL,38123.0,40.1,725119.0,682434.0,0.0
HYCROFT INTERNATIONAL LLC,20380.0,3.6,668944.0,0.0,0.0
IBARRIENTOS-DRUMMOND EDEN,23101.0,3.6,669701.0,0.0,0.0
IBORROW 201 1ST AVENUE OWNER LLC,25450.0,20.5,388878.0,347630.0,0.0
IC U S A NO 8 PROPERTY PARTNERSHIP,160580.0,98.7,6235379.0,502859.0,467901.0
ICP 418 BELLEVUE LLC,24457.0,20.6,740580.0,313619.0,0.0
ICP 422 SUMMIT LLC,33625.0,22.4,698280.0,352241.0,0.0
IDA CULVER HOUSE RAVENNA LLC,90383.0,126.3,2170391.0,2160674.0,0.0
IFO & ASSOCIATES LLC,25200.0,39.6,1121305.0,634157.0,0.0
IGLESIA NI CRISTO,24200.0,14.0,228907.0,240211.0,0.0
ILIAD PROPERTY CO LLC,22729.0,3.1,581066.0,0.0,0.0
IMMUNEX CORPORATION,64812.0,165.9,31189430.0,0.0,0.0
INDONESIAN FULL GOSPEL FELLOWSHIP OF STATE OF WASHINGTON,76475.0,42.7,355278.0,768507.0,0.0
INLAND WESTERN SEATTLE NORTHGAGE NORTH LLC,283435.0,380.7,18193245.0,5347346.0,0.0
INS HOLDINGS LLC,76624.0,31.0,2728613.0,310338.0,0.0
INTEGRUS SEATTLE LLC,27838.0,5.0,936606.0,0.0,0.0
INTER CO-OP USA NOT 7 ASSOCIATES PARTNERSHIP,40715.0,13.8,1263326.0,134057.0,0.0
INTERBAY MM HOLDING LLC,57644.0,138.0,879200.0,2509774.0,0.0
INTERBAY URBAN STORAGE LLC,93815.0,31.1,438683.0,541326.0,0.0
INTERNATIONAL HOUSE APARTMENTS LLC,75477.0,58.9,2370896.0,872473.0,0.0
INVESTMENTS LLC,86835.0,10.7,2017322.0,0.0,0.0
INVESTMENTS PROPERTY AQUISITIONS LLC,22405.0,54.4,897188.0,933583.0,0.0
IRO APARTMENT INVESTORS 2022 LLC,28160.0,3.2,607931.0,0.0,0.0
IRON MOUNTAIN RECORDS MGMT INC,53472.0,1.7,326824.0,0.0,0.0
IRP CHROMA APARTMENTS LLC,122543.0,80.5,2451836.0,1269693.0,0.0
IRP PERRY APARTMENTS LLC,175870.0,165.7,4109150.0,2708180.0,0.0
IV1 7700 2ND AVE S LLC,36982.0,8.1,232058.0,130118.0,0.0
J & E APARTMENTS LLC,21708.0,64.8,342371.0,1185328.0,0.0
J B BERGEN LLC,21440.0,2.8,526260.0,0.0,0.0
J G CAPITAL HILL LLC,85112.0,10.9,2054063.0,0.0,0.0
J&M WHARF LLC,30172.0,3.3,612576.0,0.0,0.0
J.G.CROWN HILL L.L.C,25384.0,45.5,1781015.0,678588.0,0.0
JABOW INC +KRISTU LLC,26680.0,3.2,596677.0,0.0,0.0
JAC 9243 10TH AVENUE S LLC,22176.0,109.4,247335.0,2035568.0,0.0
JAC-VW CORPORATION,46296.0,93.7,381040.0,1726490.0,0.0
JACKSON INVESTORS NORTH LLC,21200.0,7.9,1492162.0,0.0,0.0
JAMES B ROSE FAMILY LLC,22151.0,2.7,512311.0,0.0,0.0
JAMES TOWER LLC,597519.0,4805.6,56050971.0,84872338.0,0.0
JAPANESE BAPTIST CHURCH SOCIET,22688.0,10.2,127637.0,179768.0,0.0
JARRELL DAVID+DEAK JUDITH A,33084.0,6.3,1193163.0,0.0,0.0
JASPER 91 LLC,67360.0,85.3,1592993.0,1446900.0,0.0
JAYGEES HOLDINGS LTD,38520.0,41.7,1344043.0,651112.0,0.0
JBJ ALDERVIEW LLC,31318.0,4.0,751958.0,0.0,0.0
JEFFERSON & 12TH LLC,47022.0,33.0,983824.0,523336.0,0.0
JEFFERSON PARK LLC,39005.0,37.1,538719.0,645250.0,0.0
JENKINS DANIEL J+KELLY ANNE,55593.0,80.5,1511460.0,1364424.0,0.0
JENSEN BLOCK APARTMENTS LLC,29970.0,28.0,14210.0,526313.0,0.0
JERICO DENTAL INVESTMENTS LTD,51150.0,177.7,501010.0,3296191.0,0.0
JEWISH FAMILY SVCS OF SEATTTLE,25834.0,29.0,1151550.0,429889.0,0.0
JGB LLC,109266.0,101.5,3897483.0,297014.0,782819.0
JJ&G CAMLIN LLC,68131.0,76.7,1445521.0,1298588.0,0.0
JK COMMERCIAL PROPERTIES LLC,20294.0,70.4,452515.0,1279916.0,0.0
JLW UNIVERSITY INVESTMENTS LLC,20384.0,13.7,1429177.0,114864.0,0.0
JM WESTWOOD PARK VILLA,23533.0,17.6,1137936.0,217377.0,0.0
JMDH REAL ESTATE OF SEATTLE LLC,63225.0,0.0,0.0,0.0,0.0
JOEY RAY ASSOCIATES LLC,27291.0,31.0,360740.0,547821.0,0.0
JOHN ALDEN ASSOCIATES LLC,58503.0,133.1,573883.0,2448081.0,0.0
JONES WASHINGTON STEVEDORING C,140520.0,60.6,1280444.0,1013306.0,0.0
JORVE INVESTMENTS LLC,33706.0,0.0,0.0,0.0,0.0
JPPF HPC L P,344372.0,168.8,21506423.0,1025493.0,0.0
JSP ARTERRA LLC  ET AL,186605.0,264.6,7034813.0,4277780.0,0.0
JUKEBOX CITY BUILDING LLC,27000.0,0.0,0.0,0.0,0.0
JULIUS HORTON BUILDING L L C,28260.0,3.6,676424.0,0.0,0.0
JUNE APARTMENTS LLC,42000.0,6.1,1145311.0,0.0,0.0
K GROUP VILLAGER LLC,29773.0,3.8,723659.0,0.0,0.0
KACZMAREK WILLIAM J+VIRGINIA A,36040.0,7.2,216031.0,114511.0,0.0
KAMI LP +MILKIE STUDIO INC +ET AL,112150.0,71.4,2206029.0,1123481.0,0.0
KAMI LP+MILKIE STUDIO INC ET AL,31756.0,3.7,704058.0,0.0,0.0
KANEBUILT LLC,21765.0,21.0,79684.0,387228.0,0.0
KAPLAN REAL ESTATE SERVICES LLC,36292.0,43.6,1082566.0,713399.0,0.0
KAPPA ALPHA THETA FRATERNITY HOUSING CORPORATION,20686.0,41.7,349411.0,749909.0,0.0
KAR STANDARD LLC,33300.0,13.1,763211.0,170618.0,0.0
KAYKAS-WOLFF JASCHA+REBECCA C,50749.0,11.0,1451239.0,62052.0,0.0
KDLODI LLC,24059.0,3.8,718539.0,0.0,0.0
KEELSON PARTNERS LLC,84802.0,0.0,0.0,0.0,0.0
KELLER FAMILY PROPERTIES LLC,39497.0,32.6,1338933.0,479758.0,0.0
KELLY ANNE APARTMENTS LLC,23162.0,3.3,613412.0,0.0,0.0
KEN LOUIE PROPERTIES L L C,33238.0,8.2,1544981.0,0.0,0.0
KENNEDY DON D,26639.0,3.6,685704.0,0.0,0.0
KEY MAC LLC,53620.0,43.9,1679676.0,657935.0,0.0
KEYBANK NATIONAL ASSOCIATION,35202.0,26.4,4971277.0,0.0,0.0
KEYSTONE PLACE APARTMENTS LLC,21880.0,4.5,850797.0,0.0,0.0
KG PORTOFINO LLC,25885.0,4.0,755058.0,0.0,0.0
KILLARNEY APARTMENTS LLC,23867.0,3.4,631175.0,0.0,0.0
KIM ED,85284.0,101.4,2558161.0,1653009.0,0.0
KIMBERLY APARTMENTS LLC,39632.0,6.3,1175753.0,0.0,0.0
KING COUNTY,2904084.0,20381.3,201246333.0,337794167.0,16515088.0
KING COUNTY - WTD,170632.0,7.7,1441927.0,0.0,0.0
KING COUNTY HOUSING AUTHORITY,91907.0,59.9,3112430.0,816347.0,0.0
KING COUNTY: DEPT OF EXECUTIVE SERVICES/REAL ESTATE SERIVCES-FACILITIES MANAGEMENT DIV,162150.0,51.2,9632769.0,0.0,0.0
KING-COUNTY GOVT,1026286.0,2035.5,40268168.0,34293917.0,0.0
KINNEAR LLC,34498.0,34.0,135514.0,626967.0,0.0
KISH LLC,25144.0,3.7,689285.0,0.0,0.0
KISSEL JULIA GUNN,33279.0,85.4,422709.0,1566460.0,0.0
KLINE GALLAND CENTER,158076.0,624.9,6791074.0,11085423.0,0.0
KOLL LAKE UNION ASSOC L P,527289.0,4524.1,60154140.0,79160244.0,0.0
KOREA REPUBLIC OF,22778.0,0.0,0.0,0.0,0.0
KP CASA NITA LLC,20640.0,90.4,196121.0,1683174.0,0.0
KR 401 TERRY L L C,176171.0,1005.3,25825309.0,16342505.0,0.0
KR 6TH AVE LLC,87542.0,258.0,3056745.0,0.0,2911979.0
KR LAKEVIEW LLC,113768.0,17.4,3264592.0,0.0,0.0
KUMA INVESTMENTS LLC,20712.0,39.7,177637.0,730126.0,0.0
KW RADIUS LLC +LF RADIUS TIC LLC,168006.0,289.2,4231658.0,5022198.0,0.0
KWMCT REAL ESTATE LLC,22365.0,3.2,596703.0,0.0,0.0
L & R LINDEN L L C,52311.0,21.3,22287.0,399018.0,0.0
LA CHARME ASSOCIATES LLC,36837.0,50.9,586198.0,900081.0,0.0
LA MAISON ASSOCIATES LLC & WINCHESTER APTS LLC,22795.0,55.3,176114.0,1024363.0,0.0
LACHAPELLE NATALIE,80874.0,16.1,857892.0,217413.0,0.0
LAKE CITY 5 LLC,25406.0,28.2,1314132.0,399207.0,0.0
LAKE CITY ASSOCIATES L L C,21303.0,3.3,616773.0,0.0,0.0
LAKE CITY PROJECT ASSOCIATES,73526.0,72.4,1617991.0,1201941.0,0.0
LAKE CITY WAY 137 ASSOCIATES LLC,124773.0,72.3,2772884.0,1083200.0,0.0
LAKE COURT APARTMENTS L.L.C,46613.0,57.7,1305502.0,956602.0,0.0
LAKE UNION CENTER PHASE ONE LT,95426.0,20.9,3926475.0,0.0,0.0
LAKE UNION SILVER CLOUD INN L,93920.0,148.9,2894612.0,2514736.0,0.0
LAKE WASHINGTON II LLLP,332900.0,70.1,13176325.0,0.0,0.0
LAKESHORE DEVELOPMENT ASSOC L P,124930.0,122.4,3556508.0,1948964.0,0.0
LAKEVIEW APARTMENTS LPS % LIHI,36413.0,52.8,1198383.0,874275.0,0.0
LAKEVIEW APARTMNET MANAGEMENT LLC,21112.0,51.8,241250.0,951848.0,0.0
LAKEVIEW MEDICAL BUILDING LLC,38378.0,56.5,665628.0,997899.0,0.0
LAKEVIEW UNION BAY PARTNERS LLC,74683.0,53.8,1499721.0,862746.0,0.0
LAN FAMILY LLC,35046.0,26.3,868924.0,407666.0,0.0
LANDES 84 LLC,69997.0,71.9,1571325.0,1196216.0,0.0
LANDMARK BUILDING & HOLDING CO LLC,28657.0,7.9,714775.0,76290.0,0.0
LANGER PROPERTIES LLC,25943.0,3.3,613920.0,0.0,0.0
LANGER PROPERTIES LLC +MOD APARTMENT INVESTORS LLC,74614.0,163.5,1080693.0,2970666.0,0.0
LANTZ SUZANNE RAGAN,28564.0,76.5,287279.0,1410836.0,0.0
LASALLE CORPORATION,40800.0,70.0,396574.0,1278633.0,0.0
LAURELTON LLC,22553.0,3.8,711702.0,0.0,0.0
LBA REALTY LLC,132326.0,42.6,4090435.0,115.0,251369.0
LBA RV-COMPANY XXXIII LP,98024.0,67.3,1663415.0,1100011.0,0.0
LBR RV-COMPANY XXVIII LP,132998.0,105.4,3631040.0,0.0,1037358.0
LCF DECATUR LLC,127268.0,64.1,5650408.0,292434.0,223735.0
LE CASITA L L C,41857.0,28.0,571095.0,469476.0,0.0
LE MADISON LLC,33889.0,42.6,446115.0,757925.0,0.0
LEAVITT-WOLFF NORTHWEST PROP LLC,23750.0,30.8,264562.0,554034.0,0.0
LEE FAMILY TRUST,34090.0,4.0,754853.0,0.0,0.0
LEE FANG AN+YU LING,24548.0,3.3,627241.0,0.0,0.0
LEE JOE+PENELOPE FAMILY LTD PRTNRSHP,38605.0,4.8,903047.0,0.0,0.0
LEE PLAZA ASSOCIATES LLC,47241.0,46.0,999405.0,766410.0,0.0
LEGACY PINE STREET LLC,20897.0,17.1,354128.0,286116.0,0.0
LEILANI AT 124 APARTMENTS LLC,32599.0,5.9,1111475.0,0.0,0.0
LEILANI ON GREENWOOD APARTMENTS LLC,248172.0,149.0,4903748.0,2313953.0,0.0
LESCHI HEIGHTS LLC,24621.0,3.1,586733.0,0.0,0.0
LESCHI PARTNERS L L P,75868.0,55.2,4186374.0,620411.0,0.0
LEVINSON MAYO LLC,25577.0,7.8,713953.0,75601.0,0.0
LEWISON APARTMENTS LLC,25137.0,4.0,745425.0,0.0,0.0
LI-HI SEATTLE,41536.0,0.0,0.0,0.0,0.0
LIBERTY BANK COMMERCIAL LLC,101046.0,71.7,1970127.0,1152012.0,0.0
LIBERTY RIDGE L L C,50008.0,37.6,1101036.0,597156.0,0.0
LICTON SPRINGS LLC,25338.0,4.0,760354.0,0.0,0.0
LIFE YANCY 653 LLC,66610.0,12.8,307385.0,210955.0,0.0
LIGHTBOX LLC,56893.0,79.6,1942641.0,1303887.0,0.0
LIHI MEADOWBROOK ASSOCIATES LLC C/O LOW INCOME HOUSING INSTITUTE,50192.0,9.2,1721179.0,0.0,0.0
LILAC LODGE LLC,30216.0,5.3,998080.0,0.0,0.0
LILLEHAMMER LLC,66570.0,7.0,1325159.0,0.0,0.0
LIMANTZAKIS PROPERTIES NO 1 L L C,71960.0,109.8,3263875.0,1741625.0,0.0
LIMPOPO PROPERTIES LLC,53472.0,23.1,4346414.0,0.0,0.0
LINDEN SQUARE APARTMENTS LP,171306.0,27.5,4879020.0,29389.0,0.0
LINEAGE WA POS RE 2 LLC,963257.0,559.7,39938142.0,6539996.0,0.0
LIONS BAY PROPERTIES LLC,23760.0,3.7,700681.0,0.0,0.0
LIPSETT CO LLC,72719.0,29.5,1677982.0,387186.0,0.0
LITHIA REAL ESTATE INC,95988.0,79.7,3802836.0,1119297.0,0.0
LM-HMG L L C,32471.0,4.2,796603.0,0.0,0.0
LMB MANAGER LLC+ESCOLIER MNG LLC,31075.0,3.6,667866.0,0.0,0.0
LMD RENTALS LLC,22895.0,4.4,305804.0,52195.0,0.0
LMNG LLC,42900.0,2.0,378328.0,0.0,0.0
LMS SHIP CANAL TRAIL LLC +SHIP CANAL TRAIL SPE LLC,70296.0,13.2,2485555.0,0.0,0.0
LMV 1702 BALLARD HOLDINGS LP,292478.0,89.3,2639858.0,1416262.0,0.0
LOCK VISTA APARTMENTS LLC,159820.0,88.7,2303754.0,1439267.0,0.0
LOCKE CALVIN W+STEPHEN I+MELVIN F,23195.0,1.7,324134.0,0.0,0.0
LOGAN BUILDING LLC,135918.0,195.6,2869544.0,0.0,2172577.0
LOLA APARTMENTS LLC,41420.0,30.2,655209.0,502646.0,0.0
LORING GROUP LLC,23937.0,3.4,631958.0,0.0,0.0
LOS ROBLES COURT COMPANY LLC,47343.0,10.1,654557.0,125020.0,0.0
LOS ROBLES LLC+BAYVIEW MANAGER LLC,21528.0,3.4,641864.0,0.0,0.0
LOTHLORIEN PROPCO LLC,97205.0,0.0,0.0,0.0,0.0
LOTS II L L C,184980.0,112.9,3384755.0,1787397.0,0.0
LOUIE FAMILY L L C #2,24259.0,2.7,511042.0,0.0,0.0
LOUISA HOTEL REDEVELOPMENT LLC,64127.0,71.4,1196296.0,1224409.0,0.0
LOWELL EMERSON ASSOCIATES LLC,105776.0,8.5,1601142.0,0.0,0.0
LPF SLATE LLC,145602.0,144.1,4036157.0,2309047.0,0.0
LPF WTC EAST LLC,189629.0,54.4,10222860.0,0.0,0.0
LUCURELL DREW D,33000.0,25.5,202169.0,459890.0,0.0
LUTHERAN ALLIANCE TO CREATE HOUSING,32676.0,5.0,941378.0,0.0,0.0
LUTHERAN HIGH SCHOOL ASSN WASH,49744.0,93.3,281126.0,1728999.0,0.0
LUTHERAN RETIREMENT HOME OF GREATER SEATTLE,47711.0,31.3,910672.0,498672.0,0.0
LYNNYALE ASSOCIATES LLC,20384.0,20.2,166333.0,364285.0,0.0
M & S EHSAN INVESTMENTS LLC,41396.0,6.2,1172568.0,0.0,0.0
M & S INVESTMENTS LLC,76180.0,136.9,1059279.0,2470872.0,0.0
M J  LEHMAN DESCENDANTS LLC,161011.0,424.4,3614076.0,0.0,4881070.0
M&G INVESTMENT & FINANCING CO,33062.0,9.6,1809840.0,0.0,0.0
MABEL H SMITH FAMILY LLC,56144.0,8.6,1620332.0,0.0,0.0
MACRI THERESA,25920.0,16.9,448381.0,272470.0,0.0
MAD FLATS LLC,20838.0,22.6,698598.0,354892.0,0.0
MADISON COURT PARTNERS LIMITED LIABILITY COMPANY,31228.0,5.8,945166.0,14281.0,0.0
MADISON CROSSING LLC,38409.0,85.8,1620955.0,1452837.0,0.0
MADISON GATE INVESTORS 2016 LLC,24415.0,3.7,702945.0,0.0,0.0
MADISON HOTEL LLC,331281.0,366.4,12687952.0,5629402.0,0.0
MADISON PARK I LLP,27498.0,4.0,756326.0,0.0,0.0
MADISON PLACE AT 19TH L L C,31769.0,4.4,824658.0,0.0,0.0
MADISONIAN MANAGER LLC,70728.0,84.3,1192932.0,1467625.0,0.0
MAGNOLIA APT INVESTMENTS LLC,113756.0,11.9,2240324.0,0.0,0.0
MAGNOLIA BRIDGE SELF STORAGE INVESTMENT LLC,94470.0,37.1,397249.0,658715.0,0.0
MAGNOLIA CRESTVIEW LLC,25959.0,3.2,607669.0,0.0,0.0
MAGNOLIA PROPERTIES L L C,26176.0,52.1,682298.0,912372.0,0.0
MAGNOLIA VISTA-MANOR LLC,54386.0,6.0,1116384.0,0.0,0.0
MAGOON ENTERPRISES LLC,68651.0,17.5,3286518.0,0.0,0.0
MAIN STREET INTERIM LLC,49020.0,148.7,1190134.0,2679844.0,0.0
MALABAR ASSOCIATES LLC,23727.0,4.2,795354.0,0.0,0.0
MALLOY APTS LLC,93502.0,70.8,1795086.0,1154159.0,0.0
MANCHESTER SERIES 1 LLC,23600.0,99.5,310584.0,1842323.0,0.0
MANNING PLACE LLC,21991.0,3.7,696361.0,0.0,0.0
MANOR PLACE LLC,28196.0,3.6,685378.0,0.0,0.0
MARINER SQUARE L L C,78716.0,36.1,3433837.0,335264.0,0.0
MARKET HOLDINGS COMPANY LLC,195243.0,25.8,4845279.0,0.0,0.0
MARKET PLACE CENTER LTD,57420.0,50.8,2057324.0,749614.0,0.0
MARTIN APARTMENTS LLC,295754.0,214.3,5348740.0,3499786.0,0.0
MARTIN SQUARED L L C,47971.0,34.5,1066892.0,542146.0,0.0
MARWOOD LLC,25800.0,20.5,495174.0,336368.0,0.0
MASSACHUSETTS L L C,46183.0,21.1,1133126.0,284713.0,0.0
MATTESON GREENHOUSE INVESTORS LLC,96205.0,71.1,2019527.0,1137274.0,0.0
MAUI GROUP LLC,38100.0,6.3,1180411.0,0.0,0.0
MAVIS GROUP LLC,40597.0,5.1,965448.0,0.0,0.0
MAXWELL JAMES,22694.0,3.5,654801.0,0.0,0.0
MB WAREHOUSE L L C,31000.0,21.1,466567.0,350235.0,0.0
MCCARTHY BRUNHILDE M,24560.0,19.0,489353.0,308844.0,0.0
MCCLELLAN APRARTMENTS LLC,45167.0,27.5,733471.0,445186.0,0.0
MCGUIRE COURT ASSOCIATES,41685.0,7.8,1474111.0,0.0,0.0
MCP ALLEY24 EAST LLC,211900.0,48.2,9067356.0,0.0,0.0
MCPHEE MADELYN+SHELTON MARILYN,99893.0,31.2,2128198.0,374140.0,0.0
MDB LANDMARK LLC,335064.0,0.0,0.0,0.0,0.0
MEADOWVIEW HOLDINGS 1 LLC +MEADOWVIEW HOLDINGS 2 LLC +ET AL,24680.0,19.7,512030.0,320153.0,0.0
MELROSE & OLIVE LLC,37992.0,20.2,598971.0,320593.0,0.0
MEPT WESTWOOD VILLAGE LLC,199202.0,441.90000000000003,4920455.0,7827362.0,0.0
MERCER CREST LLC,23636.0,3.3,613491.0,0.0,0.0
MERCER ST I LLC+MERCER II LLC+MERCER III LLC+MERCER IV LLC+MERCER V LLC,61558.0,22.6,1166263.0,308850.0,0.0
MERCER TOWERS LTD LLC,20356.0,21.5,484860.0,356849.0,0.0
MERCER VIEW APARTMENTS LLC,59589.0,32.5,1881711.0,424040.0,0.0
MERIDIAN ASSOCIATES APARTMENTS L L C,173434.0,26.9,5064937.0,0.0,0.0
MERIDIAN MANOR NORTH L L C,75070.0,20.1,3776787.0,0.0,0.0
MERIDIAN TERRACE APARTMENTS LLC,35854.0,5.2,981426.0,0.0,0.0
MERLINO ASSOCIATES,26211.0,32.7,249543.0,591480.0,0.0
MERLINO HOLDINGS II L L C,25000.0,5.7,170005.0,90678.0,0.0
MERLO LLC,27656.0,3.5,656872.0,0.0,0.0
METRO SELF STORAGE,41047.0,6.8,857780.0,41805.0,0.0
METROPOLE HILLTOP LLC,21603.0,96.5,3048528.0,1512091.0,0.0
MFP INVESTMENTS LLC,44215.0,7.6,1417806.0,0.0,0.0
MG AT UNIVERSITY LLC,177741.0,133.6,7339106.0,1780620.0,0.0
MGP 42 LLC,161350.0,165.8,4246459.0,2696811.0,0.0
MGP X AURORA LLC,87665.0,24.9,4690845.0,0.0,0.0
MGP XIV LLC,89391.0,131.0,3807209.0,2086170.0,0.0
MGRE 105 MERCER LLC,32908.0,0.0,0.0,0.0,0.0
MGRE 10522 LCW LLC,36264.0,5.3,989506.0,0.0,0.0
MI HQ II LLC,27000.0,51.7,1997012.0,773936.0,0.0
MICHIGAN LLC,59090.0,72.9,243252.0,1348187.0,0.0
MIHOLOVICH PROPERTIES L L C,21407.0,55.0,189812.0,1016118.0,0.0
MIKE AND LISA KELLEY LLC,21580.0,2.8,534446.0,0.0,0.0
MILAN APARTMENTS LLC,45271.0,4.2,789651.0,0.0,0.0
MILITARY ROAD SOUTH ASSOCIATES L L C,91360.0,133.6,2605858.0,2253735.0,0.0
MILLENIUM TOWER LLC,156460.0,1250.8,6829881.0,17085485.0,3699885.0
MILLER ASHLEY,115511.0,157.7,2197601.0,2748831.0,0.0
MILLER FAMILY INVESTMENTS LLC,22180.0,117.5,2258336.0,1986294.0,0.0
MILLS EVANSTON LLC,21712.0,3.5,664219.0,0.0,0.0
MILNER VENTURES LLC,305548.0,1061.2,8436545.0,1078170.0,11553532.0
MILWAUKEE LLC,81120.0,8.1,1526307.0,0.0,0.0
MINI-MAX LLC,30989.0,0.0,0.0,0.0,0.0
MINOR TOWER LLC,32626.0,5.4,1006857.0,0.0,0.0
MIRA VALLEY ASSOCIATES LLC,40778.0,7.2,1359472.0,0.0,0.0
MIRABELLA,652358.0,1021.0,12850036.0,17937086.0,0.0
MIRALY PATSM LLC,26115.0,36.9,879299.0,607568.0,0.0
MIRONOV ILYA B,57486.0,7.0,1311456.0,0.0,0.0
MITSUMARU ESTATE CO LTD,61776.0,49.7,1119608.0,824343.0,0.0
MJWKING LLC,30000.0,11.2,759476.0,135696.0,0.0
MLK FAMILY ARTS MENTORING ENRICHMENT COMMUNITY CENTER,25753.0,55.7,178106.0,1030746.0,0.0
MMJV LLC,81732.0,12.7,2386128.0,0.0,0.0
MMP OLIVIAN OWNER LLC,340214.0,289.5,10804780.0,4368885.0,0.0
MOHAI LEASING LLC,52690.0,238.6,3172864.0,4174799.0,0.0
MONROE COMMERCIAL PROPERTIES LLC,31365.0,2.6,450116.0,3516.0,0.0
MONTANITA ASSOCIATES L L C,21234.0,26.6,383798.0,462570.0,0.0
MONTICELLO APARTMENTS II LLC,51098.0,9.0,1685374.0,0.0,0.0
MOODY NATIONAL YALE-SEATTLE HOLDINGS LLC,133585.0,185.2,4626512.0,3024378.0,0.0
MORRIS APARTMENTS LLC,20340.0,37.3,306775.0,672039.0,0.0
MOTTMAN BUILDING LLC,41920.0,2.4,446612.0,0.0,0.0
MOUNT BAKER HOUSING ASSN,21540.0,4.4,828025.0,0.0,0.0
MOUNT ZION MADISON STREET PROPERTIES,56981.0,7.9,1491138.0,0.0,0.0
MRM UNION BAY LLC,33576.0,102.3,3041642.0,1622289.0,0.0
MRM-BEN LOMOND LLC,40489.0,98.9,533051.0,1808666.0,0.0
MSI - 1ST & KING LLC,81300.0,67.3,2568322.0,1010776.0,0.0
MSI 1943 1ST AVE LLC,49052.0,4.2,786130.0,0.0,0.0
MSI MAYNARD LLC,38376.0,8.9,1672113.0,0.0,0.0
MSI POLL LLC,79920.0,58.5,2107888.0,889808.0,0.0
MSI PROVIDENT LLC,64488.0,9.9,1842854.0,1905.0,0.0
MT BAKER VILLAGE LLLP,62765.0,6.8,1265765.0,0.0,0.0
MU 68TH & 8TH OWNER LLC,273568.0,113.5,3597876.0,1777117.0,0.0
MULBERG CLIFFORD R+RUTH M,38430.0,16.5,1350995.0,175907.0,0.0
MULLALLY & SON INVESTORS LLC,106359.0,13.3,2495161.0,0.0,0.0
MULLALLY FAMILY LLC,320681.0,51.4,9664138.0,0.0,0.0
MUNICIPAL OF METROPOL SEATTLE,21947.0,51.5,877032.0,881564.0,0.0
MUNICIPALITY OF METROPOLITAN S,230971.0,1179.7,11159342.0,21094967.0,0.0
MURPHY BALLARD LLC,27085.0,65.0,961689.0,1127439.0,0.0
MVI 7TH AVENUE LLC,43380.0,2.0,371283.0,0.0,0.0
MYCON STEVEN C+DEBORAH J,20047.0,0.7,135125.0,0.0,0.0
MYRLE STREET APARTMENTS LLC,34678.0,5.7,1072997.0,0.0,0.0
NAFICY INVESTMENTS INC,36485.0,3.5,656629.0,0.0,0.0
NAUTICAL LANDING LLC,29498.0,61.2,2107642.0,940951.0,0.0
NBINV AP2 LLC,53464.0,42.4,7974526.0,0.0,0.0
NE 130TH ST LLC,34176.0,34.7,241886.0,628733.0,0.0
NELSEN LARRY A,29400.0,0.8,155688.0,0.0,0.0
NELSON APARTMENTS LLC,60767.0,9.4,1774864.0,0.0,0.0
NEPTUNE BUILDING LLC,29636.0,125.3,363685.0,2322401.0,0.0
NESOR INVESTMENT CO,162157.0,873.7,33187613.0,13127223.0,0.0
NET SEATTLE LLC,142806.0,308.3,2349993.0,646088.0,3150350.0
NEUBERT FAMILY LIMITED PARTNERSHIP,73470.0,14.9,2809987.0,0.0,0.0
NEW ENGLAND BUILDING LLC,33300.0,26.2,761756.0,417742.0,0.0
NEW PACIFIC LLC,26640.0,57.5,780730.0,1004833.0,0.0
NEWARK MEADOWS LLC,32822.0,231.1,4552591.0,3896400.0,0.0
NEWSOM PROPERTIES L L C,56700.0,29.7,1513558.0,407595.0,0.0
NG 295 DEVELOPMENT LLC,32009.0,46.9,978727.0,785958.0,0.0
NHCDI/LIHI SQUIRE PARK PLAZA LLC,68459.0,9.7,1819760.0,0.0,0.0
NICOLA NORTHGATE LP,203581.0,74.7,14057676.0,0.0,0.0
NICOLA SOUTH HANFORD LP,35310.0,8.1,552546.0,97865.0,0.0
NICOLA URBANWORKS LP,180620.0,554.8,4689838.0,9977136.0,0.0
